,blood_mac_1,blood_mac_2,blood_mac_3,sm_mac_1,sm_mac_2,sm_mac_3
Wnk1,957.322664370624,1022.24183655845,1335.08543969701,1169.31626822624,1249.10189376797,1237.71409335865
B4galnt3,8.23291961785859,6.11808120559028,5.58496314451793,2.7846275827705,1.39287363045276,1.49462321752688
Ccdc77,5.25309423378291,3.09634597599996,5.24365984124184,6.08071737462129,4.65423627736653,4.73297352216846
Kdm5a,116.151750280311,105.947259901685,131.246633896171,136.84455549615,133.681895995893,133.312087541078
Il17ra,107.058674881482,76.6252365626978,87.4046732117057,68.5927651511018,46.3045550806611,53.1006415338023
Cecr6,2.42686809630906,0.969939703325289,0.930827190752989,3.06877325448177,0.543560441152295,0.539725050773596
Cecr5,14.9298467696988,11.6392764399035,12.0697259067638,13.4685048391144,10.1238132164615,10.4208452110902
Cecr2,5.68317212426806,5.96885971277101,5.67804586359323,12.1614347492426,4.21259341893029,4.73297352216846
Slc25a18,1.44383291805729,3.09634597599996,2.94761943738447,3.63706459790432,4.55231869465047,2.28345213788829
Atp6v1e1,97.1361635510032,86.2500228495411,85.5740464032248,58.1930335664692,66.5182089860121,64.0196944840681
Bcl2l13,52.5923820364698,43.4607597836139,54.7016112432507,51.7713413857944,42.9752473786033,44.7971792142085
Bid,24.053642017848,24.285797956337,22.0916319938709,17.8443481834681,16.7824286205771,17.6863747407348
Mical3,3.68638191844415,2.83520836356623,4.77824624586534,8.24022447962698,2.47999451275735,2.49103869587814
Pex26,12.8101771665934,8.46831971749387,8.2843619977016,6.13754650896355,7.10025826255186,7.68070264562425
Tuba8,0.153599246601839,0.484969851662645,0,1.53438662724089,0.135890110288074,0.498207739175627
Usp18,34.0068731976472,35.8877690230357,32.6099792493797,29.1533459175768,37.9133407703726,32.051364553632
Slc6a13,16.4965590850375,11.1916119614456,10.6734851206343,6.59217958370159,3.80492308806607,4.48386965258064
Slc6a12,1.90463065786281,2.23832239228913,2.10987496570678,9.03583236041855,6.14902749053534,12.8703665953704
Iqsec3,1.07519472621288,1.30568806216866,0.713634179577292,4.77364728474942,1.12109340987661,1.99283095670251
A2m,0,0.261137612433732,0.217193011175697,3.46657719487756,0.237807693004129,1.07945010154719
